,US_Equity,EU_Equity,Intl_Developed,EM_Equity,Global_Tech,Global_Healthcare,Global_Financials,Global_Infrastructure,Global Energy,Global Industrials,Global Consumer Staples,Global Consumer Discretionary,Global Comm Services,Global Materials,Global Utilities,Style_Value,Style_Momentum,Style_Quality,Style_MinVol,Rates_US_Long,Rates_Developed,Rates_EM,Credit_US_IG,Credit_US_HY,Credit_EU_IG,Credit_EU_HY,Credit_EM,FX_USD,FX_EUR,FX_JPY,FX_EM,Commodities_Broad,Commodities_Gold,Commodities_Oil,Inflation_Expectations,Global_Real_Estate,ESG
Fidelity Inv MM Treasury I,0,0,0,0,0,-8.52E-05,0.00370686,0,0.000154455,0,-0.001152444,0,0.008334563,-0.005113368,0,0,0,0,0,-0.002304642,0,0,0,0,-0.001003015,0,0,0,0,0,0,-0.014519088,0.009594172,0.003868966,0,0,0
Fidelity Inv MM Treasury Instl,0,0,0,0,0,-7.14E-05,0.003665803,0,0.000149225,0,-0.001188248,0,0.00835401,-0.005062953,0,0,0,0,0,-0.002331058,0,0,0,0,-0.000983921,0,0,0,0,0,0,-0.014620299,0.009638502,0.003891165,0,0,0
Fiera Municipal Composite,0,0,0.024641178,0,0,0,-0.027624431,0.010699629,-0.028759741,0.009138619,0.002981922,0,0,-0.011518942,0.005944819,0,0,0,0,0.023576418,0,0,0.230256353,0,0,0.020013021,0.038775263,0,0,0.038008619,0,-0.022514972,0,0.017501016,0,0.001935553,0
First Trust North Amer Engy InfrasETF,0.296071926,-0.322255867,0,0.009330993,-0.165052893,0,0,0.508547307,0.186510307,-0.137420328,0,0.046411311,0.051000845,0,0.123912442,0,0,0,0.217462965,0,0,0,0,0.543548781,-0.086207638,0,0.031677188,0,-0.159736081,0,0,0,0.072225092,-0.004906434,0,0,0
First Trust Value Line® Dividend ETF,0.141656007,0,-0.123769661,0.056955219,-0.131089495,-0.064308667,0.011988454,-0.035726924,0.019161291,0.182173661,0.10235482,-0.024236542,-0.003911504,0.00310824,0.143166081,0.167935004,-0.126346665,0,0.508534746,-0.014418704,0,0,0,-0.053736856,0.02877966,-0.045847647,0,-0.286746444,-0.172184243,-0.031208491,-0.006443233,0.010334427,-0.038073706,-0.003950454,-0.049364113,0.066618774,0.098271516
Fortress Net Lease REIT,0,0,0,0,-0.016649738,-0.036349315,0,0,-0.034000435,0,0,0.011702823,0.013815803,0,0,0.007053112,0,0,0,0,0,0,0,0,0,-0.002031452,0,0,0,0.011211642,0,0.039639727,0,0,0,0.008015226,0
FT Energy Income Partners Strategy ETF,0,-0.115853267,0,0,0,0,0.12100878,0,0.558872142,0,0,0.006718825,0,0,0.065070393,0.114747594,0,0,0,0,0,0,0,0,0,0,0,0.019154841,0,0,0,0,0,0,0,0,0.081042995
FTSE 100 NR GBP,0,0.286734982,0,0,-0.001206274,0,0,0.090578839,0.093326574,0,0.091308754,0,0,0.046341366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.344994025,0,0,0,0,0.030605373,0,0.020346777,0
FTSE CHF EuroDep 3 Mon CHF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTSE EPRA Nareit Developed NR EUR,0,0.012006808,0,0.007874948,0,0,0,0,0.000817836,0,0,0.010253473,-0.005016348,0.025648811,0,0,-0.014706601,0,0,0,0,0,0,0,0.018615742,0,0.002856032,0,-0.845232412,0,0,0,-0.020476981,-0.000462831,0,0.877336696,0
FTSE EPRA Nareit Developed TR USD,0,0.020146226,0,0.016989067,0,0.007869664,0,0,0.002596646,0,0,0,0,0.020519152,0,0,0,0,0,0,0,0,0,0,0.013138617,0,0,-0.09423534,0,0,0,0,-0.006107308,0,0,0.8751242,0
FTSE EPRA Nareit Global REITs NR USD,0,0,0,0,0,0,0,0,0.000780023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964440493,0
FTSE EUR EuroDep 3 Mon EUR,0,0,0,0,0,-0.001249297,0.003051124,0,0,0,0,0,0.007494352,-0.004351185,0,0,0,0,0,-0.003578929,0,0,0,0,0,0,0,0,0,0,0,-0.007121254,0.00674981,0.001411216,0,0,0
FTSE GBP EuroDep 3 Mon GBP,0,0,0,0,0,-0.001032274,0.002722389,0,0,0,0,0,0.007652652,-0.004146521,0,0,0,0,0,-0.004463675,0,0,0,0,0,0,0,0,0,0,0,-0.009272654,0.008165494,0.001703498,0,0,0
FTSE USD EuroDep 3 Mon USD,0,0,0,0,0,0,0.001775718,0,3.40E-05,0,-0.001213395,0,0.008325982,-0.002755845,0,0,0,0,0,-0.002430565,0,0,0,0,-0.00107715,0,0,0,0,0,0,-0.014056689,0.008348222,0.003238101,0,0,0
Fundsmith Equity I Acc,0,0,0,0,0.032039788,-0.002625131,-0.347490733,0,-0.092797211,0,0.248956288,0,0.147294084,0.206681893,-0.094386598,-0.012633996,0.311253339,0,0.271743165,0.041288346,-0.546448837,0,0,0,0,0.252283756,0,0.110306479,-0.503002501,0.277437557,0.12443122,-0.042062027,-0.089802689,0.011267601,0,0.073221731,0.019407113
Fundsmith Equity I CHF Acc,0,0,0,0,0.091490135,0.046334388,0,0,0,0.037184354,0.237894121,0.05780788,0.134740827,0,0,0,0.156261856,0.142785349,0,0,-0.04131492,-0.050893256,0,0,0,0,0,0.080556978,-0.430083246,-0.038934831,0,0,-0.041691702,0,0,0,0
Fundsmith Equity I EUR Acc,0.078724043,0.127762056,0,0,0.02761782,0.084593356,-0.198566612,0,-0.070398871,0.071353128,0.194616491,0.013079273,0.073864009,0.04387516,-0.076783974,0,0.188853528,0.070621563,0.024671184,0,0,-0.036086234,0,0,-0.05157009,0.054342161,0,0,-0.822920509,0,0,-0.0096198,-0.025140339,0.002401319,0,0.081662727,0.15755137
Fundsmith Equity I EUR Inc,0.096268807,0.133594595,0,0,0.023585543,0.081150058,-0.208455811,0,-0.070901217,0.073786,0.197971852,0.008480762,0.075840634,0.048953696,-0.081318356,-0.000587716,0.190381117,0.054217973,0.031882634,0,0,-0.039191916,0,0,-0.053933016,0.064509529,0,0,-0.832781264,0,0,-0.013697448,-0.027575529,0.003476387,0,0.080775182,0.15911071
Fundsmith Equity I GBP Acc,0,0,0,0,0.025605123,-0.007041961,-0.34830254,0.00911378,-0.087789707,0,0.259553492,0,0.128251384,0.214836978,-0.097231665,0,0.317863937,0,0.262127249,0.044296379,-0.546280329,0,0,0,0,0.24010449,0,0.111822371,-0.500438092,0.274267078,0.139622817,-0.068792103,-0.087767041,0.020652965,0,0.060985159,0.008942095
Fundsmith Equity I GBP Inc,0,0,0,0,0.019901841,-0.01174105,-0.350233508,0.005060552,-0.088223865,0,0.257851695,0,0.124230802,0.212680988,-0.095357824,0,0.319335948,0,0.262281024,0.043951713,-0.543327944,0,0,0,0,0.233168442,0,0.099990057,-0.508837221,0.275595312,0.150637142,-0.061259459,-0.085838145,0.021329185,0,0.054338184,0.027892016
Fundsmith Equity I USD Acc,0.081958719,0.116966086,0,0,0,0.097552419,-0.166505064,0,-0.069970426,0.059747148,0.202928877,0.012402757,0.029603118,0.025105783,-0.080896767,-0.054309753,0.174777268,0.136852296,0,0,0,-0.01012204,0,0,-0.024685028,0.137957332,0,0,0,0,0,0,-0.01314673,0.01025833,0,0.048862323,0.221740147
Fundsmith Equity R EUR Acc,0.107078004,0.140297784,0,0,0.018695457,0.077634511,-0.215202671,0,-0.07232464,0.075257971,0.198539074,0.005361584,0.079837597,0.056077535,-0.087320253,-0.007506329,0.187689233,0.047752716,0.03981324,0,0,-0.043565568,0,0,-0.05486021,0.071703567,0,0,-0.842604578,0,0,-0.016260645,-0.029766603,0.004431855,0,0.083040459,0.161852793
Fundsmith Equity T USD Acc,0,0,0,-0.000978661,0.030693728,0.054553423,-0.056973985,0,-0.146613456,0.143340623,0.250981066,0.059498723,0.040009761,0,0,0,0.190921146,0.139794841,0,0,0,0,0,0,0,0.117302914,0,0,0,0,0,0,0,0.098032906,0,0.027994225,0
Fundsmith Stewardship Fund I Acc,0,0,0,-0.092384916,0,0.071625518,-0.187317997,0,-0.053261563,0.068495456,0.143948985,0.038945084,0.007387276,0.067858067,-0.095920819,0,0.232474377,0,0.215376921,0,0,0,0,0,-0.032683055,0,0,0,-0.328680888,0,0,0,-0.059716782,0.003493807,0,0.078141667,0.129276152
Fundsmith Sustainable Equity Fund (IWEF),0,0,0,0,0,0.121094522,0,0,-0.019083351,0.002857194,0.292003583,0,0,0,0,0,0.081705579,0.337888265,0,0.049273242,0,0,0,0,0,0.082986031,0,0,0,0,0,0,0,0.00047475,0,0,0.10933086
GAMCO Intl SICAV Merger Arbtrg I (USD),0,0,0,0,0,0,0,0,0.033028173,0,0,0.004905755,0,0,0,0.034166308,0.027265681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072358238,0
Generation Global Equity (IWEF),0,0,0,0.058824578,0.059647623,0.041640486,0.044103607,0,-0.003176812,0.132043205,0,0.225707498,0.039958507,0.040163971,-0.009802629,0.028699774,0,0,0,0.004663662,0,0,0,0,0,0.17073039,0,0,0,0.026497079,0,-0.077532609,0,0,0,0.036537911,0.27192724
Global Alpha Fund Perf,0,0.046941738,0.100001843,0,0,0.048294803,0.083831902,0.001078979,-0.041185722,0.080942515,0,0.17474115,0.014052049,-0.052117341,-0.07291506,0,0.180309369,0,0,-0.04172933,0,0.005259287,0.0012027,0.128374353,-0.021349853,0.043465178,0.238902357,0.034415691,0,-0.029602443,0,0,0,0.00364938,0,0.104127459,0.082264863
Global Evolution Frontier Mkts R CL EUR,0,0.082196767,0,0.101223004,-0.056606719,-0.090530409,0.061073445,0.018585748,-0.06674537,-0.038789882,0.031638408,-0.121957763,-0.003916694,0.002070332,-0.02000368,0.044993576,0.05603949,-0.014676724,-0.204232963,-0.06497888,0,0.21374998,-0.103083379,-0.030447528,-0.046325399,0.086392991,0.4334724,0.147315611,-0.131810042,0,-0.134172091,-0.029195795,0.052076248,0.040929966,0,0.060662914,0.188345597
Global Long Short Fund Performance,0.016146221,0.151379296,0,0,0,0.038269489,0.074657002,0,-0.077672955,0,-0.015761063,0,0.071012524,-0.017952278,-0.143027564,-0.088323281,0.037277634,0.148832154,0.088554145,0,0,0,0,0.00431699,-0.074619555,0.019467781,0.167836595,0,0,0,-0.148939654,0,0.038340124,0.031061459,0,0,0
GMO Climate Change III,0,0,0,0.076726019,0,0.091705021,0,0.305332776,0.069367228,0.045555651,-0.424516577,0.314239491,-0.290661963,0.529759379,0.307520802,0,0,0,-0.865279129,0.099375098,0,0.040685051,0,0,0,0,0,-0.182945152,0,0,0,0.011126291,-0.124830159,-0.002242355,0,0.110565584,0.650243405
GQG Partners Concentrated Global Equity Comp,0,0,0,0,0.081324872,0.182903065,0.041010802,0,0,0,0,0,0,0.044159901,0,0,0.29346166,0.089959934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008540418,0,0.005729521,0,0,0
GQG Partners Emerging Markets EquityInst,0,0,0,0.556465579,0.030519178,0,0,0,0,0,0,0,0,0,0,0,0.104591718,0,0,0,0,0,0,0,0,0.05914486,0,0,0,0,0,0,0,0,0,0,0
GQG Partners Emerging Mkts Eq I EUR Acc,0,-0.033786559,0,0.471883332,0.085516479,0,0,0,0.028530573,0,-0.054714462,0,0,0,-0.101414105,0,0.113215199,0,0,0,0,0,0,0,0,0,0.141890178,0,-0.281305646,-0.175582744,0,0,0,-0.017855797,0,0,0.01674463
GQG Partners Emerging Mkts Eq I USD Acc,0,0,0,0.572093091,0.025242276,0,0,0,0,0,0,0,0,0,0,0,0.136221975,0,0,0,0,0,0,0,0,0.006700141,0,0,0,0,0,0,0,0,0,0,0
GQG Partners Global Equity I GBP Acc,0,0,0,0,0,0.069003852,-0.024299612,0,0,0,0,0,0,0,0,0,0.330760061,0.190036197,0,0,0,0,0,0,-0.060446015,-0.020205866,0,0,-0.409619601,0,0,0,0,0.027031358,0,0,0
GQG Partners Global Equity I USD Acc,0,0,0,0,0,0.09392623,0,0,0.03024832,0,0,0,0,0,0,0,0.258646641,0.327010614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012774716,0,0,0
GQG Partners Global Quality Equity Instl,0,0,0,0,0,0.111804647,0,0,0.044642142,0,0,0,0,0,0,0,0.285818645,0.26733057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009205486,0,0,0
Grayscale Bitcoin Trust ETF,0,0,0,0,0,0,0,0.038070302,0,0,0,0.204197539,0,0.103866821,0,0.069903543,1.015711073,0,0,0,0,0,0,0,0.133559844,0,0,0,0,0,0,0,0,-0.114631539,0,0.067682907,0
Greenbacker GREC-1,0,0,0,0,0,0,0,0,0.00122377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032408359,0.004294073,0,0,0
Greenbacker GREC-2,0,0,0,-0.005315345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008189252,0,0,0,0
Greenbacker GREC Proforma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004136904,0,0,0,0,-0.008782374,0,0,0,0,0,0,0,-0.030714888,0.001056718,0,0,0
Groupama Entreprises IC,0,0,0,0,0,-0.001728011,0.002354267,0,0,0,0,0,0.007690007,-0.003318501,0,0,0,0,0,-0.003112028,0,0,0,0,0,0,0,0,0,0,0,-0.00678861,0.005786737,0.001455909,0,0,0
Guggenheim GFI (CHF Hedged),0,0,0.030331772,-0.006531599,0.010637955,0,0.052331679,-0.030682562,-0.040814372,-0.006443491,-0.015461623,0,0,0,0,0,0,-0.020862731,0,0.155619329,0,0,0.183443507,0.032714892,-0.011680467,0.014324943,0.032641022,-0.032739924,0,0.019880251,0,0.008999656,-0.033481221,0.006307783,0.206424297,0,0.003500477
Guggenheim GFI A USD,0,0,0.037779714,0,0.006855352,0,0.026413861,-0.023766305,-0.038157944,0,-0.020827155,0,0.00241677,0,0,0,0,0,-0.008119187,0.150761562,0,0,0.160091846,0.027222516,0,0.044437232,0.022506657,0,0,0.01210298,0,0,-0.023600789,0.007245598,0.151427941,0,0
Guggenheim GFI Z GBP Inc,0,0,0,0,0.003729751,-0.004395448,0.034511694,-0.01358602,-0.032031108,0,-0.001262556,0,0.015399208,-0.007908625,0,0,0,0,0,0.156177517,0,0,0.164990015,0,0,0.046295208,0.020131305,0,0,0.052970227,0,0,-0.021682854,0.006269673,0.16046024,0.010749287,0
Guggenheim GFI Z USD,0,0,0.040923516,-0.006797955,0.007589367,0,0.055395833,-0.02905941,-0.043137724,-0.005714829,-0.021022632,0,0,-0.000585506,0,0,0,-0.021241551,0,0.153837963,0,0,0.190809838,0.044410392,-0.011126097,0.013515885,0.028122542,-0.022997692,0,0.022792608,0,0,-0.024928103,0.007578485,0.190818236,0,0
Guggenheim GFI Z USD Inc,0,0,0.008379335,-0.000498538,0.003166088,-0.003706222,0.031815238,-0.023032183,-0.031588259,0,0,0,0.014139057,-0.008120928,0,0,0,0,0,0.16022265,0,0,0.166157665,0,0,0.045890923,0.024734288,0,0,0.054732675,0,0,-0.022156308,0.00553049,0.154306544,0.00980061,0
Hereford Fds Bin Yuan Grter China AI USD,0,0,0,0.890195509,-0.060786045,0,0,0,-0.140979834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hereford Fds Bin Yuan Grter China L2 USD,0,0,0,0.876904402,0,0,0,0,-0.151865268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFRI Credit (CHF Hedged),0,0,0,0.060430493,0.005134584,-0.010638264,0.047436701,0.086926164,-0.03153828,-0.045062308,-0.05007897,0.0189434,0,0.024252225,-0.074475648,0.023284768,0.05929047,-0.161768162,-0.000938009,-0.099092296,-0.178722595,0,0,0.036928952,0.016829283,0.085297628,0.185239283,0,-0.079320163,0,-0.027708613,0,-0.0108068,0.018858242,0.197138648,0.116419945,0
HFRI Credit (EUR Hedged),0,0,0,0.059206464,0.006868466,-0.011426338,0.05603513,0.101326081,-0.038003899,-0.055143294,-0.045261225,0.018272652,0.001433684,0.021685599,-0.084359519,0.025524786,0.069141373,-0.151040888,-0.012379267,-0.111018476,-0.200048913,0,0,0.052358103,0.024403591,0.080001341,0.195995905,0,-0.07191541,0,-0.026619946,0,-0.009418373,0.016982695,0.223015548,0.117371268,-0.020108469
HFRI Credit (GBP Hedged),0,0,0.005877887,0.059249515,0.00422341,-0.012994426,0.052573927,0.10384207,-0.039240035,-0.053692808,-0.046493483,0.012994,0.004815335,0.020384897,-0.087564956,0.026285999,0.071424746,-0.144741183,-0.012709855,-0.113050397,-0.191575356,0,0,0.054723598,0.026373559,0.081532753,0.191100061,0,-0.085323778,0,-0.023599175,-0.000914593,-0.009756462,0.017257447,0.220619646,0.116722551,-0.022413082
HFRI Credit (USD),0,0,0.001211892,0.051545634,0,-0.022646075,0.057521882,0.098016632,-0.036708823,-0.049102357,-0.047456311,0.020202179,0,0.016122291,-0.079464673,0.029842657,0.06405341,-0.152479092,0,-0.090727157,-0.169102968,0,0,0.057897632,0.011698236,0.075719824,0.187599734,0,-0.085255204,0,-0.002852284,-5.94E-05,-0.007479428,0.016658972,0.179617465,0.108189827,0
HFRI Credit Index,0,0,0,0.031787794,0,-0.087800934,0,0,0.013343539,0,-0.020189031,0,0,0,-0.032849512,0,0.035687097,0,0,-0.085289722,0,0,0,0,0,0,0.182802255,0,0,0,0,0,0,0.019635349,0,0.139073578,0
HFRI Credit Index.1,0,0,0.000503954,0.051941664,0.001760342,-0.020948193,0.057613585,0.099452036,-0.038023593,-0.056181643,-0.04345234,0.023880391,0,0.018386923,-0.082166972,0.032731532,0.068245169,-0.148880137,0,-0.097773255,-0.183246327,0,0,0.058224902,0.015939376,0.074590245,0.191669049,0,-0.082385054,0,-0.000486634,0,-0.0088203,0.016591634,0.19736632,0.108512605,-0.016909754
HFRI ED: Distressed/Restructuring Index,0,0,0.002450848,0.002557935,0.026079061,0,0.056309664,0.101994525,-0.041014781,-0.026180367,-0.044019569,0.049249268,-0.004818899,0.089373845,-0.103199491,0.097489785,0.124906979,-0.331550625,-0.08175964,-0.067249453,-0.254520727,0.057861666,0,0.102589897,0.030585113,0.019979648,0.121822311,-0.037554297,-0.072001148,-0.017548932,0,0.017139723,-0.040240996,0.029209724,0.235490462,0.15695411,0.00827661
HFRI ED: Merger Arbitrage Index,0,0,0,0,-0.016229327,0,0,0,0.0446631,0,-0.050299133,0,-0.022301331,0,-0.019849086,0.014919486,0.040455333,0,0,-0.052396089,0,0,0,0,0,0.051678846,0,0,0,0,0,0,0,-0.001831698,0,0.166372927,0
HFRI Equity Hedge,0,0,0,0.100774945,0.013770285,0,0.048326767,0,0,0,-0.020688609,0.094095274,0,0.024644938,-0.054229174,0.07180291,0.095039715,0,0,-0.013672929,0,0,0,0,-0.033119739,0.052237675,0,0,0,0,0,0,0,0.013837601,0,0.087313131,0
HFRI Equity Hedge Total Asset Weighted Index,0,0,0,0.044460358,0.030534058,0,0.103530049,0,0,0,0,0.09760661,0,0,0,0,0.083959689,0,0,0,0,0,0,0,-0.00132177,0,0,0,0,0,0,0,0,0.022510811,0,0.024264332,0
HFRI Equity Hedge Total Asset Weighted Index - CHF Hedged,0,0,0,0.046430094,0.034419851,0,0.093768168,0,0,0,0,0.101672641,0,0.001425242,0,0,0.082779748,0,0,0,0,0,0,0,-0.01171112,0,0,0,0,0,0,0,0,0.023616,0,0.026034143,0
HFRI Equity Hedge Total Asset Weighted Index - EUR Hedged,0,0,0,0.040276099,0.033373724,0,0.101549471,0,0,0,0,0.102105072,0,0,0,0,0.082284847,0,0,0,0,0,0,0,-0.004547084,0,0,0,0,0,0,0,0,0.023950639,0,0.022361042,0
HFRI Equity Hedge Total Asset Weighted Index - GBP Hedged,0,0,0,0.047312402,0.032716943,0,0.097030364,0,0,0,0,0.098842322,0,0,0,0,0.085904538,0,0,0,0,0,0,0,-0.007609606,0,0,0,0,0,0,0,0,0.023807409,0,0.025077636,0
HFRI Equity Hedge Total Index Asset Weighted Index,0,0,0,0.03226602,0.030960663,0,0.104144006,0,0,0,0,0.10151241,0,0.002727384,0,0,0.081831746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018765531,0,0.030143817,0
HFRI Event-Driven (Total),0,0,0.010733453,0.026543321,0,-0.021483583,0.040859077,0.06121925,-0.019318322,0,-0.048645911,0.028197644,-0.000520878,0.049956603,-0.107883919,0.107290147,0.097479908,-0.244104061,0,-0.076139158,-0.186108788,0,0,0.086988179,-0.008559183,0.088849728,0.138139037,-0.02739531,-0.031872855,0,0,0,-0.013439793,0.013703933,0.133265594,0.182566354,0.037179809
HFRI Fund of Funds Composite Index,0,0,0,0.020311233,0,0,0.049597926,0,0,0,0,0.072158566,0,0,0,0,0.067870459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020914873,0,0.018434579,0
HFRI Fund Weighted Composite Index,0,0,0,0.059833849,0,0,0.042554016,0,0.003886656,0,-0.014418784,0.058827052,0,0.01970908,-0.036388852,0.019290264,0.071612369,0,0,-0.029089541,0,0,0,0,-0.018661378,0,0.000836661,0,0,0,0,0.007967115,0.012372231,0.018656265,0,0.09879406,0
HFRI Fund Weighted Composite Index - CHF Hedged,0,0,0,0.065248994,0,0,0.029920762,0.033615562,0,0,-0.026615855,0.052264638,0,0.016969188,-0.060884618,0.019394436,0.076731505,0,0,-0.040284221,-0.004244564,0,0,0,-0.028315284,0.011061084,0.032441819,0,-0.021310844,0,-0.021927233,0.034358455,0.013396864,0.008004364,0,0.10605162,0
HFRI Fund Weighted Composite Index - EUR Hedged,0,0,0,0.064415971,0,0,0.037691177,0.035474231,0,0,-0.029406352,0.05327471,0,0.010651238,-0.062032202,0.017634179,0.078406962,0,0,-0.046280756,0,0,0,0,-0.030117089,0.00378209,0.042316425,0,-0.01340688,0,-0.025910644,0.025825,0.02224442,0.00979464,0,0.107316927,0
HFRI Fund Weighted Composite Index - GBP Hedged,0,0,0,0.06542829,0,-0.001062176,0.037214295,0.041456923,0,0,-0.031360262,0.051022509,0,0.010293208,-0.064102042,0.016201914,0.080382832,0,0,-0.048769711,0,0,0,0,-0.033392866,0.006405934,0.046648262,0,-0.019615334,0,-0.0245369,0.018341641,0.02609203,0.012126311,0,0.108110346,0
HFRI Fund Weighted Composite Index - USD,0,0,0,0.059649358,0,0,0.038832387,0.021486616,0,0,-0.02516234,0.059804078,0,0.011448533,-0.053111183,0.020708062,0.073774592,0,0,-0.037351139,0,0,0,0,-0.030927758,0,0.029423172,0,-1.49E-06,0,0,0.019216146,0.018726942,0.012951129,0,0.103361179,0
HFRI Macro (Total) Index,0,0,0,0,0,0,0,0,0.024939829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006210257,0,0,0
HFRI Macro (Total) Index.1,0,0,0,0,0,0,0,0,0.018254503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004035493,0,0,0
HFRI Macro Index,0,0,0,0,0,0,0,0,0.025400836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005906195,0,0,0
HFRI RV Multi-Strategy,0,-0.020637959,0,0.0400746,0.005752665,-0.005060139,0.060221871,0.120282472,-0.028208987,-0.038464252,-0.028596083,0.009732065,0.026987567,0.041503393,-0.088291823,0,0.039461108,-0.109705139,0,-0.061289871,-0.193948396,0,0,0.018382623,0.026534488,0,0.12479419,0,-0.036684678,0.015890066,0.009342391,0,-0.004593477,0.009055781,0.151259153,0.061596169,0.007911021
Hudson Bay International Fund Ltd,0,0,0,0,0,0,0,0,0.005836371,0,0,0,0.000181446,0,0,0,0.001852823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011682948,0,0,0
Hybrid Equity Fund Composite,0,0,0,0,0.065290227,0,0,0,0,0,0,0.135103685,0,0,0,0,0.157154244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICE BofA Gbl HY Constnd TR HEUR,0,-0.009982447,0,0.022231346,0.020476887,-0.026635114,0.021095231,0,-0.002703174,-0.029129726,-0.008455317,0,0.000480236,0.037548397,-0.027371277,-0.015930401,0.016151449,-0.065993392,0,-0.087762611,-0.130814004,0.020894266,0.024784324,0.49996941,-0.0063483,0.179975643,0.225099809,0,-0.103675373,0,0,-0.041275151,-0.017521338,0.015506062,0.180609684,0.057216951,0
ICE BofA Gbl HY Constnd TR HGBP,0,-0.0092819,0,0.023055313,0.018376802,-0.028709969,0.020461897,0.001944817,-0.002799119,-0.03108592,-0.011531425,0,0.000394267,0.037886951,-0.026385884,-0.016521086,0.018815904,-0.066369918,0,-0.095933874,-0.132688804,0.024899024,0.036837253,0.493997314,-0.008319715,0.181313839,0.227221107,0,-0.107924912,0,0,-0.050020928,-0.014473991,0.019295144,0.18505536,0.05976853,0
ICE BofA US High Yield TR USD,0,-0.027403383,0,0,0.021511278,-0.019171726,0.012656724,0,-0.012756151,-0.022649857,0,0.015676337,-0.019931513,0.033816661,-0.010851352,-0.024560226,0.03350011,-0.100144412,-0.017153238,-0.05580987,-0.173870927,0.055197275,0.092211354,0.757238808,-0.004723437,0.118745095,0.002751459,-0.034110839,-0.021739236,0,0,-0.03412978,-0.010696433,0.027521433,0.137962575,0.070492311,0.048478854
Impact World Equity Fund Holdings,0,0,0,0,0,0.049304108,0,0,-0.01054634,0.145179191,0,0.248279275,0.003206389,0.001934298,-0.06884743,0,0,0,0,0.078308374,0,0,0,0,0,0.164929144,0,0,0,0,0,0,0,0,0,0.061135845,0.429816346
Impact World Equity Fund Perf,0,0,0,0,0.091629838,0,0,0,0,0.172653658,0,0.30853465,0,0,0,0,0.039406642,0,0,0.001657998,0,0,0,0,0,0.025742894,0,0,0,0,0,0,0,0,0,0.233009949,0.071929411
Impactive Capital Class D (IWEF),0,0,0,0,0,0,0.03481842,0,0,0,0,0.144912285,0,0.02386659,0,0.584016342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066361417,0
International Public Partnerships Ord,0,0,0,0,-0.054273262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003868416,0,0,0,0,0
Invesco EQQQ NASDAQ-100 ETF,0.263168676,-0.048944401,0,-0.004676755,0.633772376,0.068270787,0,-0.04572686,-0.022644115,-0.086516831,-0.017860401,0.222405388,0.083846907,0,0,-0.067194128,0.065709229,0,0,0,0,-0.006561744,0,0,-0.019480609,0,-0.012868591,0,0,0,0,0,0,-0.009074898,0,0,0
Invesco IG Govt-Credit Int Impact,0,0.007592696,0,0,0,0.001670126,0,0,-0.005748346,0,0,-0.015207528,0.002985524,-0.012997126,0,0,0,0,0,0.054974276,0.005746588,0,0.194849076,0,0,0,0,0,0,0.054305494,0,-0.006906373,0,-0.002287512,0.108340194,0,0
Invesco IG Taxable Int Impact,0,0,0.060202498,0,-0.00714911,-0.021850296,-0.020411245,0,-0.009521245,0,-0.019189943,-0.02514367,0.022503433,-0.037192757,-0.006159197,0.023786945,0.018813787,-0.037847864,0,-0.043125307,0.048066014,0,0.392897374,-0.014041604,-0.02476296,0,0.022075509,0,0,0.02143002,-0.057515642,-0.01802347,0.025485261,0.002617504,0.150075391,0.021157004,0
